borrow_id,date,season,year,month,hour,is_holiday,weekday,is_workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total_users,suhu
10077,2012-02-29,spring,1,2,22,Tidak,Rabu,Ya,Light Snow/Rain,11.74,0.4242,0.94,0.2537,2,53,55,dingin
10078,2012-02-29,spring,1,2,23,Tidak,Rabu,Ya,Light Snow/Rain,11.74,0.4242,0.94,0.2537,3,30,33,dingin
10079,2012-03-01,spring,1,3,0,Tidak,Kamis,Ya,Mist + Cloudy,11.74,0.4242,0.94,0.0,1,10,11,dingin
10080,2012-03-01,spring,1,3,1,Tidak,Kamis,Ya,Light Snow/Rain,13.62,0.4545,0.94,0.1045,0,12,12,dingin
10081,2012-03-01,spring,1,3,2,Tidak,Kamis,Ya,Mist + Cloudy,13.62,0.4545,0.94,0.2836,0,6,6,dingin
10082,2012-03-01,spring,1,3,3,Tidak,Kamis,Ya,Clear/Few clouds,13.62,0.4545,0.94,0.2239,0,3,3,dingin
10083,2012-03-01,spring,1,3,4,Tidak,Kamis,Ya,Clear/Few clouds,14.56,0.4697,0.88,0.194,0,5,5,dingin
10084,2012-03-01,spring,1,3,5,Tidak,Kamis,Ya,Clear/Few clouds,14.56,0.4697,0.88,0.1642,0,18,18,dingin
10085,2012-03-01,spring,1,3,6,Tidak,Kamis,Ya,Mist + Cloudy,11.74,0.4242,0.94,0.0,2,107,109,dingin
10086,2012-03-01,spring,1,3,7,Tidak,Kamis,Ya,Mist + Cloudy,12.68,0.4394,0.94,0.1343,8,296,304,dingin
10087,2012-03-01,spring,1,3,8,Tidak,Kamis,Ya,Clear/Few clouds,11.74,0.4242,0.94,0.1343,15,579,594,dingin
10088,2012-03-01,spring,1,3,9,Tidak,Kamis,Ya,Clear/Few clouds,13.62,0.4545,0.77,0.2537,5,281,286,dingin
10089,2012-03-01,spring,1,3,10,Tidak,Kamis,Ya,Clear/Few clouds,16.44,0.5,0.55,0.1642,11,122,133,sedang
10090,2012-03-01,spring,1,3,11,Tidak,Kamis,Ya,Clear/Few clouds,18.32,0.5303,0.43,0.194,19,149,168,sedang
10091,2012-03-01,spring,1,3,12,Tidak,Kamis,Ya,Clear/Few clouds,18.32,0.5303,0.37,0.2239,16,204,220,sedang
10092,2012-03-01,spring,1,3,13,Tidak,Kamis,Ya,Clear/Few clouds,19.26,0.5455,0.32,0.2537,24,187,211,sedang
10093,2012-03-01,spring,1,3,14,Tidak,Kamis,Ya,Clear/Few clouds,19.26,0.5455,0.35,0.2239,37,174,211,sedang
10094,2012-03-01,spring,1,3,15,Tidak,Kamis,Ya,Clear/Few clouds,20.2,0.6212,0.31,0.2537,31,192,223,sedang
10095,2012-03-01,spring,1,3,16,Tidak,Kamis,Ya,Clear/Few clouds,19.26,0.5455,0.32,0.2985,38,323,361,sedang
10096,2012-03-01,spring,1,3,17,Tidak,Kamis,Ya,Clear/Few clouds,18.32,0.5303,0.35,0.2985,49,551,600,sedang
10097,2012-03-01,spring,1,3,18,Tidak,Kamis,Ya,Clear/Few clouds,17.38,0.5152,0.34,0.3582,27,498,525,sedang
10098,2012-03-01,spring,1,3,19,Tidak,Kamis,Ya,Clear/Few clouds,14.56,0.4697,0.41,0.3284,11,317,328,dingin
10099,2012-03-01,spring,1,3,20,Tidak,Kamis,Ya,Clear/Few clouds,12.68,0.4394,0.44,0.4179,12,242,254,dingin
10100,2012-03-01,spring,1,3,21,Tidak,Kamis,Ya,Clear/Few clouds,11.74,0.4242,0.47,0.4627,7,190,197,dingin
10101,2012-03-01,spring,1,3,22,Tidak,Kamis,Ya,Clear/Few clouds,9.86,0.3939,0.5,0.2537,3,123,126,dingin
10102,2012-03-01,spring,1,3,23,Tidak,Kamis,Ya,Clear/Few clouds,8.92,0.3485,0.5,0.2239,9,76,85,dingin
10103,2012-03-02,spring,1,3,0,Tidak,Jum'at,Ya,Clear/Few clouds,7.98,0.3333,0.53,0.1642,1,45,46,dingin
10104,2012-03-02,spring,1,3,1,Tidak,Jum'at,Ya,Clear/Few clouds,7.98,0.3182,0.49,0.2239,2,18,20,dingin
10105,2012-03-02,spring,1,3,2,Tidak,Jum'at,Ya,Clear/Few clouds,7.98,0.3182,0.53,0.2836,2,4,6,dingin
10106,2012-03-02,spring,1,3,3,Tidak,Jum'at,Ya,Clear/Few clouds,7.04,0.3182,0.57,0.194,0,3,3,dingin
10107,2012-03-02,spring,1,3,4,Tidak,Jum'at,Ya,Clear/Few clouds,7.04,0.3485,0.61,0.0,0,2,2,dingin
10108,2012-03-02,spring,1,3,5,Tidak,Jum'at,Ya,Clear/Few clouds,6.1,0.3333,0.7,0.0,0,24,24,dingin
10109,2012-03-02,spring,1,3,6,Tidak,Jum'at,Ya,Clear/Few clouds,6.1,0.3333,0.7,0.0,4,88,92,dingin
10110,2012-03-02,spring,1,3,7,Tidak,Jum'at,Ya,Clear/Few clouds,6.1,0.3333,0.7,0.0,4,258,262,dingin
10111,2012-03-02,spring,1,3,8,Tidak,Jum'at,Ya,Clear/Few clouds,5.16,0.303,0.75,0.0896,16,533,549,dingin
10112,2012-03-02,spring,1,3,9,Tidak,Jum'at,Ya,Clear/Few clouds,6.1,0.3333,0.81,0.0,15,299,314,dingin
10113,2012-03-02,spring,1,3,10,Tidak,Jum'at,Ya,Clear/Few clouds,8.92,0.3485,0.5,0.1642,14,118,132,dingin
10114,2012-03-02,spring,1,3,11,Tidak,Jum'at,Ya,Clear/Few clouds,9.86,0.3939,0.46,0.194,40,154,194,dingin
10115,2012-03-02,spring,1,3,12,Tidak,Jum'at,Ya,Clear/Few clouds,10.8,0.4091,0.43,0.1642,40,194,234,dingin
10116,2012-03-02,spring,1,3,13,Tidak,Jum'at,Ya,Clear/Few clouds,11.74,0.4242,0.44,0.2239,31,191,222,dingin
10117,2012-03-02,spring,1,3,14,Tidak,Jum'at,Ya,Mist + Cloudy,12.68,0.4394,0.44,0.2836,29,176,205,dingin
10118,2012-03-02,spring,1,3,15,Tidak,Jum'at,Ya,Mist + Cloudy,11.74,0.4242,0.5,0.2985,5,73,78,dingin
10119,2012-03-02,spring,1,3,16,Tidak,Jum'at,Ya,Light Snow/Rain,10.8,0.4091,0.58,0.2985,1,49,50,dingin
10120,2012-03-02,spring,1,3,17,Tidak,Jum'at,Ya,Light Snow/Rain,8.92,0.3485,0.81,0.2239,5,123,128,dingin
10121,2012-03-02,spring,1,3,18,Tidak,Jum'at,Ya,Light Snow/Rain,8.92,0.3485,0.87,0.194,6,154,160,dingin
10122,2012-03-02,spring,1,3,19,Tidak,Jum'at,Ya,Light Snow/Rain,8.92,0.3485,0.87,0.194,12,162,174,dingin
10123,2012-03-02,spring,1,3,20,Tidak,Jum'at,Ya,Mist + Cloudy,8.92,0.3485,0.87,0.194,7,93,100,dingin
10124,2012-03-02,spring,1,3,21,Tidak,Jum'at,Ya,Light Snow/Rain,8.92,0.3636,0.87,0.0896,2,99,101,dingin
10125,2012-03-02,spring,1,3,22,Tidak,Jum'at,Ya,Mist + Cloudy,8.92,0.3788,0.87,0.0,6,69,75,dingin
10126,2012-03-02,spring,1,3,23,Tidak,Jum'at,Ya,Mist + Cloudy,8.92,0.3788,0.87,0.0,4,19,23,dingin
10127,2012-03-03,spring,1,3,0,Tidak,Sabtu,Bukan,Light Snow/Rain,8.92,0.3636,0.93,0.0896,1,21,22,dingin
10128,2012-03-03,spring,1,3,1,Tidak,Sabtu,Bukan,Light Snow/Rain,8.92,0.3788,0.93,0.0,0,44,44,dingin
10129,2012-03-03,spring,1,3,2,Tidak,Sabtu,Bukan,Light Snow/Rain,8.92,0.3636,0.93,0.0896,4,34,38,dingin
10130,2012-03-03,spring,1,3,3,Tidak,Sabtu,Bukan,Mist + Cloudy,8.92,0.3485,0.93,0.1642,1,20,21,dingin
10131,2012-03-03,spring,1,3,4,Tidak,Sabtu,Bukan,Mist + Cloudy,8.92,0.3485,0.93,0.194,0,2,2,dingin
10132,2012-03-03,spring,1,3,5,Tidak,Sabtu,Bukan,Mist + Cloudy,8.92,0.3636,0.93,0.0896,1,1,2,dingin
10133,2012-03-03,spring,1,3,6,Tidak,Sabtu,Bukan,Mist + Cloudy,8.92,0.3636,0.93,0.0896,1,6,7,dingin
10134,2012-03-03,spring,1,3,7,Tidak,Sabtu,Bukan,Mist + Cloudy,8.92,0.3485,0.93,0.1343,2,14,16,dingin
10135,2012-03-03,spring,1,3,8,Tidak,Sabtu,Bukan,Light Snow/Rain,8.92,0.3788,0.93,0.0,2,46,48,dingin
10136,2012-03-03,spring,1,3,9,Tidak,Sabtu,Bukan,Light Snow/Rain,9.86,0.3939,0.87,0.0896,7,87,94,dingin
10137,2012-03-03,spring,1,3,10,Tidak,Sabtu,Bukan,Mist + Cloudy,10.8,0.4091,0.87,0.0,31,137,168,dingin
10138,2012-03-03,spring,1,3,11,Tidak,Sabtu,Bukan,Mist + Cloudy,10.8,0.4091,0.87,0.0896,33,181,214,dingin
10139,2012-03-03,spring,1,3,12,Tidak,Sabtu,Bukan,Mist + Cloudy,11.74,0.4242,0.67,0.2537,47,252,299,dingin
10140,2012-03-03,spring,1,3,13,Tidak,Sabtu,Bukan,Clear/Few clouds,12.68,0.4394,0.51,0.2836,87,252,339,dingin
10141,2012-03-03,spring,1,3,14,Tidak,Sabtu,Bukan,Mist + Cloudy,13.62,0.4545,0.44,0.3582,151,279,430,dingin
10142,2012-03-03,spring,1,3,15,Tidak,Sabtu,Bukan,Clear/Few clouds,14.56,0.4697,0.29,0.2985,145,254,399,dingin
10143,2012-03-03,spring,1,3,16,Tidak,Sabtu,Bukan,Clear/Few clouds,15.5,0.4848,0.27,0.2985,167,300,467,dingin
10144,2012-03-03,spring,1,3,17,Tidak,Sabtu,Bukan,Clear/Few clouds,15.5,0.4848,0.23,0.3284,106,279,385,dingin
10145,2012-03-03,spring,1,3,18,Tidak,Sabtu,Bukan,Clear/Few clouds,15.5,0.4848,0.25,0.2537,53,250,303,dingin
10146,2012-03-03,spring,1,3,19,Tidak,Sabtu,Bukan,Clear/Few clouds,13.62,0.4545,0.33,0.1642,34,191,225,dingin
10147,2012-03-03,spring,1,3,20,Tidak,Sabtu,Bukan,Clear/Few clouds,12.68,0.4394,0.3,0.1343,28,121,149,dingin
10148,2012-03-03,spring,1,3,21,Tidak,Sabtu,Bukan,Clear/Few clouds,13.62,0.4545,0.19,0.3284,24,130,154,dingin
10149,2012-03-03,spring,1,3,22,Tidak,Sabtu,Bukan,Clear/Few clouds,12.68,0.4394,0.21,0.1343,19,115,134,dingin
10150,2012-03-03,spring,1,3,23,Tidak,Sabtu,Bukan,Clear/Few clouds,11.74,0.4242,0.24,0.0,12,94,106,dingin
10151,2012-03-04,spring,1,3,0,Tidak,Minggu,Bukan,Mist + Cloudy,10.8,0.4091,0.3,0.3582,5,67,72,dingin
10152,2012-03-04,spring,1,3,1,Tidak,Minggu,Bukan,Mist + Cloudy,9.86,0.3939,0.34,0.194,16,60,76,dingin
10153,2012-03-04,spring,1,3,2,Tidak,Minggu,Bukan,Mist + Cloudy,8.92,0.3485,0.4,0.1642,14,66,80,dingin
10154,2012-03-04,spring,1,3,3,Tidak,Minggu,Bukan,Mist + Cloudy,8.92,0.3485,0.43,0.1343,5,21,26,dingin
10155,2012-03-04,spring,1,3,4,Tidak,Minggu,Bukan,Mist + Cloudy,7.98,0.3333,0.46,0.194,3,11,14,dingin
10156,2012-03-04,spring,1,3,5,Tidak,Minggu,Bukan,Mist + Cloudy,7.98,0.3182,0.46,0.2239,0,5,5,dingin
10157,2012-03-04,spring,1,3,6,Tidak,Minggu,Bukan,Mist + Cloudy,6.1,0.2727,0.52,0.2985,0,5,5,dingin
10158,2012-03-04,spring,1,3,7,Tidak,Minggu,Bukan,Mist + Cloudy,6.1,0.2727,0.52,0.2985,2,21,23,dingin
10159,2012-03-04,spring,1,3,8,Tidak,Minggu,Bukan,Clear/Few clouds,6.1,0.2727,0.52,0.3284,12,54,66,dingin
10160,2012-03-04,spring,1,3,9,Tidak,Minggu,Bukan,Clear/Few clouds,6.1,0.2727,0.49,0.4478,14,104,118,dingin
10161,2012-03-04,spring,1,3,10,Tidak,Minggu,Bukan,Clear/Few clouds,6.1,0.2727,0.49,0.3284,31,161,192,dingin
10162,2012-03-04,spring,1,3,11,Tidak,Minggu,Bukan,Clear/Few clouds,7.04,0.2879,0.45,0.3881,64,192,256,dingin
10163,2012-03-04,spring,1,3,12,Tidak,Minggu,Bukan,Clear/Few clouds,7.98,0.303,0.42,0.3582,71,256,327,dingin
10164,2012-03-04,spring,1,3,13,Tidak,Minggu,Bukan,Clear/Few clouds,8.92,0.3333,0.37,0.3582,108,256,364,dingin
10165,2012-03-04,spring,1,3,14,Tidak,Minggu,Bukan,Clear/Few clouds,8.92,0.3333,0.34,0.3582,106,226,332,dingin
10166,2012-03-04,spring,1,3,15,Tidak,Minggu,Bukan,Clear/Few clouds,8.92,0.3182,0.32,0.5224,82,252,334,dingin
10167,2012-03-04,spring,1,3,16,Tidak,Minggu,Bukan,Clear/Few clouds,8.92,0.3182,0.29,0.4925,68,231,299,dingin
10168,2012-03-04,spring,1,3,17,Tidak,Minggu,Bukan,Clear/Few clouds,7.98,0.2879,0.31,0.5522,49,214,263,dingin
10169,2012-03-04,spring,1,3,18,Tidak,Minggu,Bukan,Clear/Few clouds,7.04,0.2727,0.33,0.6119,20,164,184,dingin
10170,2012-03-04,spring,1,3,19,Tidak,Minggu,Bukan,Clear/Few clouds,6.1,0.2576,0.36,0.4925,12,120,132,dingin
10171,2012-03-04,spring,1,3,20,Tidak,Minggu,Bukan,Clear/Few clouds,5.16,0.2727,0.38,0.2537,8,80,88,dingin
10172,2012-03-04,spring,1,3,21,Tidak,Minggu,Bukan,Clear/Few clouds,5.16,0.2727,0.36,0.2239,9,70,79,dingin
10173,2012-03-04,spring,1,3,22,Tidak,Minggu,Bukan,Clear/Few clouds,4.22,0.2424,0.41,0.2537,9,53,62,dingin
10174,2012-03-04,spring,1,3,23,Tidak,Minggu,Bukan,Clear/Few clouds,4.22,0.2576,0.41,0.194,2,24,26,dingin
10175,2012-03-05,spring,1,3,0,Tidak,Senin,Ya,Clear/Few clouds,3.28,0.2273,0.44,0.194,2,15,17,dingin
10176,2012-03-05,spring,1,3,1,Tidak,Senin,Ya,Clear/Few clouds,3.28,0.2424,0.48,0.1343,3,3,6,dingin
10177,2012-03-05,spring,1,3,2,Tidak,Senin,Ya,Clear/Few clouds,3.28,0.2424,0.48,0.1343,1,3,4,dingin
10178,2012-03-05,spring,1,3,3,Tidak,Senin,Ya,Clear/Few clouds,2.34,0.2273,0.51,0.1642,0,1,1,dingin
10179,2012-03-05,spring,1,3,4,Tidak,Senin,Ya,Clear/Few clouds,1.4,0.2273,0.55,0.0896,0,1,1,dingin
10180,2012-03-05,spring,1,3,5,Tidak,Senin,Ya,Clear/Few clouds,1.4,0.2273,0.55,0.0896,1,17,18,dingin
10181,2012-03-05,spring,1,3,6,Tidak,Senin,Ya,Clear/Few clouds,0.46,0.197,0.59,0.1343,2,89,91,dingin
10182,2012-03-05,spring,1,3,7,Tidak,Senin,Ya,Clear/Few clouds,0.46,0.197,0.59,0.1343,7,253,260,dingin
10183,2012-03-05,spring,1,3,8,Tidak,Senin,Ya,Clear/Few clouds,1.4,0.2273,0.59,0.1045,13,415,428,dingin
10184,2012-03-05,spring,1,3,9,Tidak,Senin,Ya,Mist + Cloudy,2.34,0.2576,0.6,0.0896,11,186,197,dingin
10185,2012-03-05,spring,1,3,10,Tidak,Senin,Ya,Mist + Cloudy,3.28,0.2576,0.6,0.0,12,74,86,dingin
10186,2012-03-05,spring,1,3,11,Tidak,Senin,Ya,Mist + Cloudy,4.22,0.2727,0.56,0.1343,17,86,103,dingin
10187,2012-03-05,spring,1,3,12,Tidak,Senin,Ya,Mist + Cloudy,4.22,0.303,0.52,0.0,15,122,137,dingin
10188,2012-03-05,spring,1,3,13,Tidak,Senin,Ya,Mist + Cloudy,4.22,0.2576,0.55,0.2985,11,109,120,dingin
10189,2012-03-05,spring,1,3,14,Tidak,Senin,Ya,Mist + Cloudy,5.16,0.2576,0.57,0.3582,13,115,128,dingin
10190,2012-03-05,spring,1,3,15,Tidak,Senin,Ya,Mist + Cloudy,6.1,0.2879,0.53,0.194,20,110,130,dingin
10191,2012-03-05,spring,1,3,16,Tidak,Senin,Ya,Clear/Few clouds,6.1,0.2727,0.45,0.2985,30,180,210,dingin
10192,2012-03-05,spring,1,3,17,Tidak,Senin,Ya,Light Snow/Rain,6.1,0.2727,0.45,0.2985,11,376,387,dingin
10193,2012-03-05,spring,1,3,18,Tidak,Senin,Ya,Light Snow/Rain,5.16,0.2273,0.55,0.6567,12,363,375,dingin
10194,2012-03-05,spring,1,3,19,Tidak,Senin,Ya,Clear/Few clouds,4.22,0.2576,0.53,0.2239,6,220,226,dingin
10195,2012-03-05,spring,1,3,20,Tidak,Senin,Ya,Clear/Few clouds,4.22,0.2273,0.37,0.4627,8,171,179,dingin
10196,2012-03-05,spring,1,3,21,Tidak,Senin,Ya,Clear/Few clouds,4.22,0.2273,0.37,0.3881,4,116,120,dingin
10197,2012-03-05,spring,1,3,22,Tidak,Senin,Ya,Clear/Few clouds,3.28,0.2121,0.35,0.3284,2,76,78,dingin
10198,2012-03-05,spring,1,3,23,Tidak,Senin,Ya,Clear/Few clouds,2.34,0.1818,0.37,0.5821,2,29,31,dingin
10199,2012-03-06,spring,1,3,0,Tidak,Selasa,Ya,Clear/Few clouds,2.34,0.2121,0.37,0.2985,0,8,8,dingin
10200,2012-03-06,spring,1,3,1,Tidak,Selasa,Ya,Clear/Few clouds,1.4,0.197,0.44,0.2537,0,6,6,dingin
10201,2012-03-06,spring,1,3,2,Tidak,Selasa,Ya,Clear/Few clouds,1.4,0.197,0.44,0.2239,0,4,4,dingin
10202,2012-03-06,spring,1,3,3,Tidak,Selasa,Ya,Clear/Few clouds,0.46,0.1667,0.51,0.2836,0,1,1,dingin
10203,2012-03-06,spring,1,3,4,Tidak,Selasa,Ya,Clear/Few clouds,0.46,0.1667,0.51,0.2985,0,3,3,dingin
10204,2012-03-06,spring,1,3,5,Tidak,Selasa,Ya,Clear/Few clouds,0.46,0.1818,0.51,0.2239,0,25,25,dingin
10205,2012-03-06,spring,1,3,6,Tidak,Selasa,Ya,Clear/Few clouds,0.46,0.2121,0.51,0.1045,3,99,102,dingin
10206,2012-03-06,spring,1,3,7,Tidak,Selasa,Ya,Clear/Few clouds,-0.48,0.1818,0.55,0.1343,5,270,275,dingin
10207,2012-03-06,spring,1,3,8,Tidak,Selasa,Ya,Clear/Few clouds,-0.48,0.1818,0.59,0.1045,14,487,501,dingin
10208,2012-03-06,spring,1,3,9,Tidak,Selasa,Ya,Clear/Few clouds,2.34,0.2727,0.47,0.0,11,222,233,dingin
10209,2012-03-06,spring,1,3,10,Tidak,Selasa,Ya,Clear/Few clouds,3.28,0.2576,0.44,0.0,16,113,129,dingin
10210,2012-03-06,spring,1,3,11,Tidak,Selasa,Ya,Clear/Few clouds,4.22,0.2576,0.41,0.1642,20,110,130,dingin
10211,2012-03-06,spring,1,3,12,Tidak,Selasa,Ya,Clear/Few clouds,4.22,0.2727,0.41,0.1045,9,129,138,dingin
10212,2012-03-06,spring,1,3,13,Tidak,Selasa,Ya,Clear/Few clouds,6.1,0.303,0.39,0.1343,16,148,164,dingin
10213,2012-03-06,spring,1,3,14,Tidak,Selasa,Ya,Clear/Few clouds,7.04,0.303,0.36,0.2239,20,116,136,dingin
10214,2012-03-06,spring,1,3,15,Tidak,Selasa,Ya,Clear/Few clouds,7.98,0.303,0.36,0.2985,24,142,166,dingin
10215,2012-03-06,spring,1,3,16,Tidak,Selasa,Ya,Clear/Few clouds,8.92,0.3333,0.32,0.2836,22,228,250,dingin
10216,2012-03-06,spring,1,3,17,Tidak,Selasa,Ya,Clear/Few clouds,8.92,0.3333,0.34,0.2836,21,425,446,dingin
10217,2012-03-06,spring,1,3,18,Tidak,Selasa,Ya,Clear/Few clouds,7.98,0.303,0.42,0.3284,15,442,457,dingin
10218,2012-03-06,spring,1,3,19,Tidak,Selasa,Ya,Clear/Few clouds,7.98,0.303,0.46,0.2985,9,278,287,dingin
10219,2012-03-06,spring,1,3,20,Tidak,Selasa,Ya,Clear/Few clouds,7.04,0.3182,0.49,0.194,3,184,187,dingin
10220,2012-03-06,spring,1,3,21,Tidak,Selasa,Ya,Clear/Few clouds,7.04,0.3182,0.49,0.194,5,143,148,dingin
10221,2012-03-06,spring,1,3,22,Tidak,Selasa,Ya,Clear/Few clouds,5.16,0.2727,0.56,0.1642,5,101,106,dingin
10222,2012-03-06,spring,1,3,23,Tidak,Selasa,Ya,Clear/Few clouds,5.16,0.2727,0.61,0.2239,3,51,54,dingin
10223,2012-03-07,spring,1,3,0,Tidak,Rabu,Ya,Clear/Few clouds,5.16,0.2576,0.65,0.2836,3,12,15,dingin
10224,2012-03-07,spring,1,3,1,Tidak,Rabu,Ya,Clear/Few clouds,6.1,0.2727,0.61,0.2985,1,4,5,dingin
10225,2012-03-07,spring,1,3,2,Tidak,Rabu,Ya,Clear/Few clouds,6.1,0.2879,0.56,0.2836,0,4,4,dingin
10226,2012-03-07,spring,1,3,3,Tidak,Rabu,Ya,Clear/Few clouds,6.1,0.2727,0.56,0.3582,1,2,3,dingin
10227,2012-03-07,spring,1,3,4,Tidak,Rabu,Ya,Clear/Few clouds,5.16,0.2576,0.61,0.3284,0,3,3,dingin
10228,2012-03-07,spring,1,3,5,Tidak,Rabu,Ya,Clear/Few clouds,5.16,0.2576,0.56,0.2985,0,18,18,dingin
10229,2012-03-07,spring,1,3,6,Tidak,Rabu,Ya,Clear/Few clouds,5.16,0.2576,0.61,0.3881,4,104,108,dingin
10230,2012-03-07,spring,1,3,7,Tidak,Rabu,Ya,Clear/Few clouds,4.22,0.2273,0.65,0.3881,12,332,344,dingin
10231,2012-03-07,spring,1,3,8,Tidak,Rabu,Ya,Clear/Few clouds,5.16,0.2576,0.61,0.2985,12,554,566,dingin
10232,2012-03-07,spring,1,3,9,Tidak,Rabu,Ya,Clear/Few clouds,6.1,0.2727,0.61,0.3284,12,252,264,dingin
10233,2012-03-07,spring,1,3,10,Tidak,Rabu,Ya,Clear/Few clouds,8.92,0.3333,0.5,0.2985,20,127,147,dingin
10234,2012-03-07,spring,1,3,11,Tidak,Rabu,Ya,Clear/Few clouds,11.74,0.4242,0.38,0.2985,33,128,161,dingin
10235,2012-03-07,spring,1,3,12,Tidak,Rabu,Ya,Clear/Few clouds,12.68,0.4394,0.38,0.3881,40,175,215,dingin
10236,2012-03-07,spring,1,3,13,Tidak,Rabu,Ya,Clear/Few clouds,15.5,0.4848,0.34,0.4179,26,179,205,dingin
10237,2012-03-07,spring,1,3,14,Tidak,Rabu,Ya,Clear/Few clouds,16.44,0.5,0.36,0.3284,38,137,175,sedang
10238,2012-03-07,spring,1,3,15,Tidak,Rabu,Ya,Clear/Few clouds,17.38,0.5152,0.37,0.4478,44,165,209,sedang
10239,2012-03-07,spring,1,3,16,Tidak,Rabu,Ya,Clear/Few clouds,18.32,0.5303,0.37,0.4179,34,254,288,sedang
10240,2012-03-07,spring,1,3,17,Tidak,Rabu,Ya,Clear/Few clouds,18.32,0.5303,0.43,0.4925,58,554,612,sedang
10241,2012-03-07,spring,1,3,18,Tidak,Rabu,Ya,Clear/Few clouds,18.32,0.5303,0.4,0.4627,35,509,544,sedang
10242,2012-03-07,spring,1,3,19,Tidak,Rabu,Ya,Clear/Few clouds,17.38,0.5152,0.42,0.3582,16,345,361,sedang
10243,2012-03-07,spring,1,3,20,Tidak,Rabu,Ya,Clear/Few clouds,15.5,0.4848,0.51,0.2537,18,242,260,dingin
10244,2012-03-07,spring,1,3,21,Tidak,Rabu,Ya,Clear/Few clouds,12.68,0.4394,0.62,0.2537,11,177,188,dingin
10245,2012-03-07,spring,1,3,22,Tidak,Rabu,Ya,Clear/Few clouds,13.62,0.4545,0.59,0.2985,10,149,159,dingin
10246,2012-03-07,spring,1,3,23,Tidak,Rabu,Ya,Clear/Few clouds,12.68,0.4394,0.62,0.3284,4,58,62,dingin
10247,2012-03-08,spring,1,3,0,Tidak,Kamis,Ya,Clear/Few clouds,12.68,0.4394,0.62,0.3284,11,35,46,dingin
10248,2012-03-08,spring,1,3,1,Tidak,Kamis,Ya,Clear/Few clouds,13.62,0.4545,0.63,0.3284,4,17,21,dingin
10249,2012-03-08,spring,1,3,2,Tidak,Kamis,Ya,Clear/Few clouds,13.62,0.4545,0.63,0.3881,6,5,11,dingin
10250,2012-03-08,spring,1,3,3,Tidak,Kamis,Ya,Clear/Few clouds,13.62,0.4545,0.63,0.3881,0,3,3,dingin
10251,2012-03-08,spring,1,3,4,Tidak,Kamis,Ya,Clear/Few clouds,12.68,0.4394,0.72,0.2836,0,2,2,dingin
10252,2012-03-08,spring,1,3,5,Tidak,Kamis,Ya,Clear/Few clouds,11.74,0.4242,0.77,0.2239,1,28,29,dingin
10253,2012-03-08,spring,1,3,6,Tidak,Kamis,Ya,Clear/Few clouds,11.74,0.4242,0.77,0.2537,4,105,109,dingin
10254,2012-03-08,spring,1,3,7,Tidak,Kamis,Ya,Clear/Few clouds,11.74,0.4242,0.77,0.3582,8,326,334,dingin
10255,2012-03-08,spring,1,3,8,Tidak,Kamis,Ya,Clear/Few clouds,12.68,0.4394,0.77,0.3881,12,573,585,dingin
10256,2012-03-08,spring,1,3,9,Tidak,Kamis,Ya,Clear/Few clouds,13.62,0.4545,0.72,0.4627,19,282,301,dingin
10257,2012-03-08,spring,1,3,10,Tidak,Kamis,Ya,Clear/Few clouds,15.5,0.4848,0.68,0.4627,19,119,138,dingin
10258,2012-03-08,spring,1,3,11,Tidak,Kamis,Ya,Mist + Cloudy,17.38,0.5152,0.6,0.4627,48,156,204,sedang
10259,2012-03-08,spring,1,3,12,Tidak,Kamis,Ya,Mist + Cloudy,18.32,0.5303,0.6,0.4478,27,224,251,sedang
10260,2012-03-08,spring,1,3,13,Tidak,Kamis,Ya,Mist + Cloudy,20.2,0.6212,0.49,0.6418,35,198,233,sedang
10261,2012-03-08,spring,1,3,14,Tidak,Kamis,Ya,Mist + Cloudy,21.14,0.6212,0.43,0.6418,48,155,203,sedang
10262,2012-03-08,spring,1,3,15,Tidak,Kamis,Ya,Clear/Few clouds,22.08,0.6212,0.38,0.6866,24,161,185,hangat
10263,2012-03-08,spring,1,3,16,Tidak,Kamis,Ya,Mist + Cloudy,21.14,0.6212,0.41,0.6418,37,305,342,sedang
10264,2012-03-08,spring,1,3,17,Tidak,Kamis,Ya,Clear/Few clouds,21.14,0.6212,0.38,0.6567,52,545,597,sedang
10265,2012-03-08,spring,1,3,18,Tidak,Kamis,Ya,Mist + Cloudy,21.14,0.6212,0.38,0.5522,45,545,590,sedang
10266,2012-03-08,spring,1,3,19,Tidak,Kamis,Ya,Mist + Cloudy,20.2,0.6212,0.4,0.4478,21,395,416,sedang
10267,2012-03-08,spring,1,3,20,Tidak,Kamis,Ya,Mist + Cloudy,20.2,0.6212,0.43,0.3881,20,282,302,sedang
10268,2012-03-08,spring,1,3,21,Tidak,Kamis,Ya,Clear/Few clouds,20.2,0.6212,0.43,0.3881,27,206,233,sedang
10269,2012-03-08,spring,1,3,22,Tidak,Kamis,Ya,Clear/Few clouds,18.32,0.5303,0.49,0.3284,12,141,153,sedang
10270,2012-03-08,spring,1,3,23,Tidak,Kamis,Ya,Mist + Cloudy,18.32,0.5303,0.49,0.4478,6,88,94,sedang
10271,2012-03-09,spring,1,3,0,Tidak,Jum'at,Ya,Mist + Cloudy,19.26,0.5455,0.49,0.4627,3,51,54,sedang
